CustomerID,total_transactions,Customer_behavior,lifespan_months,total_variety_products_purchased,total_products_purchased,Revenue,AOV,Country
12669,4,repeating customer,4,102,1116,3880.33,970.08,France
13588,13,repeating customer,8,180,2639,2512.78,193.29,United Kingdom
12720,29,repeating customer,12,359,4690,5850.18,201.73,Germany
14036,1,one time customer,0,38,268,626.65,626.65,United Kingdom
13177,1,one time customer,0,17,91,282.45,282.45,United Kingdom
15822,2,repeating customer,12,33,375,885.47,442.74,United Kingdom
13845,1,one time customer,0,9,182,312.98,312.98,United Kingdom
17383,1,one time customer,0,49,148,193.39,193.39,United Kingdom
15097,1,one time customer,0,25,170,248.08,248.08,United Kingdom
17325,1,one time customer,0,6,60,96.8,96.8,United Kingdom
17429,4,repeating customer,3,42,632,537.72,134.43,United Kingdom
16054,1,one time customer,0,70,380,783.9,783.9,United Kingdom
12982,2,repeating customer,0,34,298,403.88,201.94,United Kingdom
14642,1,one time customer,0,2,76,96.12,96.12,United Kingdom
15448,1,one time customer,0,28,232,494.64,494.64,United Kingdom
16241,13,repeating customer,11,655,1443,2590.31,199.25,United Kingdom
15755,8,repeating customer,10,149,1457,2409.62,301.2,United Kingdom
12700,6,repeating customer,7,270,2971,5011.99,835.33,France
13417,2,repeating customer,7,28,162,640.83,320.41,United Kingdom
16658,1,one time customer,0,8,40,123.24,123.24,United Kingdom
16988,1,one time customer,0,7,43,126.12,126.12,United Kingdom
16473,4,repeating customer,5,19,197,317.36,79.34,United Kingdom
12775,6,repeating customer,9,67,901,1420.84,236.81,Netherlands
13421,3,repeating customer,8,103,1129,1835.81,611.94,United Kingdom
12885,4,repeating customer,2,72,656,1192.17,298.04,United Kingdom
17526,8,repeating customer,12,23,363,1685.1,210.64,United Kingdom
15081,6,repeating customer,11,35,192,522.25,87.04,United Kingdom
16858,2,repeating customer,0,13,99,405.49,202.75,United Kingdom
17388,4,repeating customer,7,15,1068,1259.56,314.89,United Kingdom
17892,3,repeating customer,3,28,109,244.1,81.37,United Kingdom
16093,1,one time customer,0,1,20,17,17,United Kingdom
12596,2,repeating customer,6,27,474,618.27,309.13,Spain
14552,1,one time customer,0,57,90,164.22,164.22,United Kingdom
17341,3,repeating customer,7,157,443,682.29,227.43,United Kingdom
14512,2,repeating customer,2,23,122,275.28,137.64,United Kingdom
15805,20,repeating customer,11,305,3417,5564.49,278.22,United Kingdom
16811,2,repeating customer,1,28,477,547.07,273.54,United Kingdom
17781,2,repeating customer,4,12,34,188.02,94.01,United Kingdom
14656,2,repeating customer,3,80,120,291.05,145.53,United Kingdom
15498,35,repeating customer,12,523,6126,14236.34,406.75,United Kingdom
13140,3,repeating customer,8,45,185,422.47,140.82,United Kingdom
15601,17,repeating customer,11,414,4988,6807.76,400.46,United Kingdom
13989,2,repeating customer,6,41,1313,1266.08,633.04,United Kingdom
13752,6,repeating customer,4,75,874,1175.38,195.9,United Kingdom
15523,1,one time customer,0,10,132,412.01,412.01,United Kingdom
12870,1,one time customer,0,2,2,14.9,14.9,United Kingdom
14957,1,one time customer,0,12,34,58.49,58.49,United Kingdom
17684,1,one time customer,0,15,145,239.41,239.41,United Kingdom
15389,1,one time customer,0,1,400,500,500,United Kingdom
12965,1,one time customer,0,108,282,769.81,769.81,United Kingdom
16284,2,repeating customer,1,103,535,812.68,406.34,United Kingdom
13736,3,repeating customer,9,193,500,737.7,245.9,United Kingdom
17706,22,repeating customer,12,395,3965,10911.61,495.98,United Kingdom
16059,6,repeating customer,10,178,641,1453.16,242.19,United Kingdom
13587,3,repeating customer,1,11,200,1077.8,359.27,United Kingdom
17839,1,one time customer,0,52,257,318.15,318.15,United Kingdom
17372,8,repeating customer,10,251,747,1337.18,167.15,United Kingdom
13911,9,repeating customer,8,148,2731,2580.91,286.77,United Kingdom
16498,3,repeating customer,1,16,48,115.82,38.61,United Kingdom
12359,6,repeating customer,11,251,1619,6437.08,1072.85,Cyprus
17188,9,repeating customer,11,89,1355,2672.88,296.99,United Kingdom
16398,4,repeating customer,4,86,771,1780.45,445.11,United Kingdom
15394,4,repeating customer,11,85,910,2183.54,545.88,United Kingdom
16909,2,repeating customer,1,19,438,394.14,197.07,United Kingdom
16560,3,repeating customer,11,58,510,866.31,288.77,United Kingdom
16806,4,repeating customer,4,93,356,762.16,190.54,United Kingdom
12772,1,one time customer,0,55,556,892.47,892.47,Portugal
12455,2,repeating customer,0,42,1523,1698.9,849.45,Cyprus
13982,5,repeating customer,10,115,1140,1882.51,376.5,United Kingdom
13651,2,repeating customer,1,6,33,94.2,47.1,United Kingdom
15832,1,one time customer,0,54,465,836.79,836.79,United Kingdom
17377,21,repeating customer,11,405,2039,4233.32,201.59,United Kingdom
16529,1,one time customer,0,30,198,455.25,455.25,United Kingdom
15189,53,repeating customer,11,232,6263,16648.64,314.13,United Kingdom
14620,3,repeating customer,2,30,240,432.28,144.09,United Kingdom
18013,2,repeating customer,0,31,285,187.29,93.65,United Kingdom
17581,31,repeating customer,12,451,5981,11334.17,365.62,United Kingdom
14553,5,repeating customer,10,113,493,859.27,171.85,United Kingdom
15648,4,repeating customer,2,27,226,696.95,174.24,United Kingdom
17044,3,repeating customer,12,10,521,999.53,333.18,United Kingdom
16497,6,repeating customer,9,136,1396,2965.69,494.28,United Kingdom
15839,5,repeating customer,4,65,680,1076.24,215.25,United Kingdom
14216,4,repeating customer,1,59,594,1839.3,459.82,United Kingdom
15117,6,repeating customer,6,80,1949,1553.43,258.91,United Kingdom
13938,1,one time customer,0,7,70,71.66,71.66,United Kingdom
13777,41,repeating customer,12,219,12990,26205.97,639.17,United Kingdom
16729,26,repeating customer,7,664,5736,7368.97,283.42,United Kingdom
15786,5,repeating customer,2,279,3373,5017,1003.4,United Kingdom
13015,5,repeating customer,6,175,1609,3339.64,667.93,United Kingdom
12569,35,repeating customer,8,191,1809,4184.39,119.55,Germany
16402,2,repeating customer,3,57,146,293.45,146.72,United Kingdom
14427,2,repeating customer,0,17,228,363.34,181.67,United Kingdom
17040,1,one time customer,0,15,181,449.73,449.73,United Kingdom
16679,1,one time customer,0,3,29,129.75,129.75,United Kingdom
12578,4,repeating customer,10,120,1221,2835.66,708.92,Italy
17987,1,one time customer,0,13,261,198.57,198.57,United Kingdom
17251,1,one time customer,0,37,108,269.83,269.83,United Kingdom
16601,1,one time customer,0,30,133,242.7,242.7,United Kingdom
15396,1,one time customer,0,14,122,288.18,288.18,United Kingdom
14881,1,one time customer,0,17,316,255.4,255.4,United Kingdom
18242,4,repeating customer,4,78,1017,2232.49,558.12,United Kingdom
14246,3,repeating customer,4,75,804,1474.06,491.35,United Kingdom
18139,8,repeating customer,0,162,5653,8483.46,1060.43,United Kingdom
13919,3,repeating customer,2,33,511,419.46,139.82,Denmark
NULL,3637,repeating customer,12,133572,673126,1991342.75,547.52,United Kingdom
16967,1,one time customer,0,21,333,319.02,319.02,United Kingdom
13519,2,repeating customer,1,9,24,134.7,67.35,United Kingdom
16720,1,one time customer,0,25,180,152.95,152.95,United Kingdom
12733,1,one time customer,0,22,137,383.95,383.95,USA
13169,2,repeating customer,6,13,272,712.88,356.44,United Kingdom
17386,6,repeating customer,6,28,1902,2686.42,447.74,United Kingdom
14621,6,repeating customer,12,96,999,1810.96,301.83,United Kingdom
17693,3,repeating customer,0,18,233,213.92,71.31,United Kingdom
12508,2,repeating customer,0,68,271,397.88,198.94,France
13835,4,repeating customer,6,55,442,834.57,208.64,United Kingdom
16918,7,repeating customer,9,130,734,1094.3,156.33,United Kingdom
13849,2,repeating customer,4,101,1016,1537.95,768.98,United Kingdom
18278,1,one time customer,0,9,66,173.9,173.9,United Kingdom
14840,1,one time customer,0,4,31,62.85,62.85,United Kingdom
14816,1,one time customer,0,4,5,271.85,271.85,United Kingdom
12478,1,one time customer,0,36,236,680.99,680.99,Greece
13259,1,one time customer,0,81,126,283.18,283.18,United Kingdom
13160,1,one time customer,0,4,56,91.8,91.8,United Kingdom
12727,9,repeating customer,10,141,2111,4013.7,445.97,France
17649,2,repeating customer,0,53,400,875.24,437.62,United Kingdom
12480,4,repeating customer,10,154,1707,3281.63,820.41,Germany
14273,4,repeating customer,6,29,264,559.97,139.99,United Kingdom
14479,2,repeating customer,3,18,117,316.25,158.13,United Kingdom
12489,1,one time customer,0,15,105,334.93,334.93,France
15855,5,repeating customer,4,80,470,712.24,142.45,United Kingdom
14801,1,one time customer,0,57,173,189.34,189.34,United Kingdom
16287,1,one time customer,0,8,298,142.5,142.5,United Kingdom
15687,11,repeating customer,11,168,1312,3004.7,273.15,United Kingdom
18239,5,repeating customer,5,88,795,1561.61,312.32,United Kingdom
13811,4,repeating customer,2,14,69,1037.25,259.31,Germany
14315,7,repeating customer,8,104,1032,2505.28,357.9,United Kingdom
15458,1,one time customer,0,7,156,161.64,161.64,United Kingdom
13391,1,one time customer,0,1,4,59.8,59.8,United Kingdom
15804,19,repeating customer,7,274,2619,4564.23,240.22,United Kingdom
16805,2,repeating customer,6,98,539,460.59,230.29,United Kingdom
16812,1,one time customer,0,15,81,479.35,479.35,United Kingdom
17203,6,repeating customer,1,148,2846,3560.08,593.35,United Kingdom
12875,2,repeating customer,7,2,2019,343.23,171.62,United Kingdom
13888,2,repeating customer,3,39,254,595.67,297.83,United Kingdom
13599,33,repeating customer,12,263,3418,5272.99,159.79,United Kingdom
14670,2,repeating customer,0,123,326,392.86,196.43,United Kingdom
15933,3,repeating customer,2,74,885,1107.46,369.15,United Kingdom
13823,2,repeating customer,2,40,439,957.66,478.83,United Kingdom
16866,3,repeating customer,0,11,60,207.74,69.25,United Kingdom
15699,1,one time customer,0,18,113,309.65,309.65,United Kingdom
12373,1,one time customer,0,14,197,364.6,364.6,Austria
14121,6,repeating customer,2,161,2086,2820,470,United Kingdom
15332,4,repeating customer,0,35,652,1661.06,415.26,Lithuania
16930,3,repeating customer,1,53,339,378.89,126.3,United Kingdom
18167,6,repeating customer,4,43,405,1414.21,235.7,United Kingdom
15518,13,repeating customer,9,216,1274,1952.11,150.16,United Kingdom
18255,1,one time customer,0,6,74,103.3,103.3,United Kingdom
16041,3,repeating customer,4,6,1584,3166.4,1055.47,United Kingdom
17076,3,repeating customer,11,25,295,841.08,280.36,United Kingdom
17034,4,repeating customer,9,32,414,756.47,189.12,United Kingdom
13217,5,repeating customer,1,7,410,934.34,186.87,United Kingdom
16814,22,repeating customer,11,320,2698,6425.2,292.05,United Kingdom
17603,5,repeating customer,7,15,179,1954.74,390.95,United Kingdom
17856,6,repeating customer,9,17,858,1442.27,240.38,United Kingdom
15802,3,repeating customer,0,3,3,1354.26,451.42,United Kingdom
17509,11,repeating customer,0,367,3516,6098.04,554.37,United Kingdom
13505,8,repeating customer,6,227,2511,4504.38,563.05,Switzerland
13739,1,one time customer,0,3,54,216.9,216.9,United Kingdom
17601,1,one time customer,0,9,103,116.01,116.01,United Kingdom
14629,3,repeating customer,2,151,382,975.06,325.02,United Kingdom
14027,1,one time customer,0,6,62,104.82,104.82,United Kingdom
17201,1,one time customer,0,38,231,289.78,289.78,United Kingdom
15789,1,one time customer,0,25,438,351.3,351.3,United Kingdom
13484,1,one time customer,0,8,44,313.8,313.8,United Kingdom
13874,1,one time customer,0,18,180,540.45,540.45,United Kingdom
18226,14,repeating customer,10,245,3473,5264,376,United Kingdom
14875,5,repeating customer,8,50,562,1481.92,296.38,United Kingdom
15079,5,repeating customer,5,48,390,897.56,179.51,United Kingdom
13320,6,repeating customer,4,109,1116,1589.2,264.87,United Kingdom
15402,2,repeating customer,2,42,694,626.77,313.38,United Kingdom
17553,1,one time customer,0,2,1048,1487.6,1487.6,United Kingdom
15408,1,one time customer,0,34,106,267.18,267.18,United Kingdom
12573,1,one time customer,0,28,84,160.54,160.54,France
16141,1,one time customer,0,30,238,620.4,620.4,United Kingdom
13963,4,repeating customer,2,35,460,664.54,166.13,United Kingdom
15286,1,one time customer,0,3,55,240.55,240.55,United Kingdom
18093,5,repeating customer,7,38,1403,2129.62,425.92,United Kingdom
14744,9,repeating customer,11,28,629,1111.43,123.49,United Kingdom
17409,2,repeating customer,2,13,105,771.85,385.93,United Kingdom
15157,5,repeating customer,12,133,2542,2002.64,400.53,United Kingdom
17597,1,one time customer,0,55,1176,2044.37,2044.37,United Kingdom
14603,1,one time customer,0,2,400,660,660,United Kingdom
15899,1,one time customer,0,4,39,56.25,56.25,United Kingdom
17556,1,one time customer,0,6,101,157.9,157.9,United Kingdom
12666,1,one time customer,0,2,56,227.44,227.44,Israel
17354,1,one time customer,0,16,1006,1393.06,1393.06,United Kingdom
14124,1,one time customer,0,5,1618,419.58,419.58,United Kingdom
17495,2,repeating customer,1,27,229,497.56,248.78,United Kingdom
15621,6,repeating customer,1,18,539,1427.29,237.88,United Kingdom
13774,1,one time customer,0,22,192,345,345,United Kingdom
13529,2,repeating customer,4,15,74,307.76,153.88,United Kingdom
16712,11,repeating customer,8,438,1730,3611.31,328.3,United Kingdom
16598,2,repeating customer,1,11,76,149.4,74.7,United Kingdom
16669,4,repeating customer,2,157,886,1352.88,338.22,United Kingdom
18077,11,repeating customer,12,223,1839,2584.41,234.95,United Kingdom
12723,5,repeating customer,2,69,434,725.07,145.01,France
16565,1,one time customer,0,3,46,173.7,173.7,United Kingdom
16353,23,repeating customer,12,94,2006,6675.71,290.25,United Kingdom
13584,1,one time customer,0,24,37,142.4,142.4,United Kingdom
12656,8,repeating customer,7,130,1738,4119.62,514.95,France
12915,2,repeating customer,7,22,93,363.65,181.82,United Kingdom
15186,2,repeating customer,5,19,215,411.41,205.7,United Kingdom
16551,3,repeating customer,8,32,970,922.12,307.37,United Kingdom
12650,1,one time customer,0,20,254,314.44,314.44,France
13695,15,repeating customer,8,90,1603,2504.13,166.94,United Kingdom
16191,25,repeating customer,12,151,3499,5447.72,217.91,United Kingdom
13091,2,repeating customer,0,24,482,371.82,185.91,United Kingdom
14503,6,repeating customer,6,164,2004,3543.26,590.54,United Kingdom
13946,3,repeating customer,6,11,443,561.57,187.19,United Kingdom
16033,27,repeating customer,12,1143,3552,8867.61,328.43,United Kingdom
17255,2,repeating customer,8,74,227,291.48,145.74,United Kingdom
14997,4,repeating customer,4,27,1138,551.42,137.86,United Kingdom
17965,14,repeating customer,11,325,1532,2599.19,185.66,United Kingdom
16222,1,one time customer,0,122,325,773.55,773.55,United Kingdom
15986,1,one time customer,0,14,268,168.12,168.12,United Kingdom
13747,1,one time customer,0,1,8,79.6,79.6,United Kingdom
12431,2,repeating customer,8,54,475,972.78,486.39,Belgium
16281,1,one time customer,0,17,934,2062.06,2062.06,United Kingdom
15907,3,repeating customer,7,226,478,882.72,294.24,United Kingdom
12378,1,one time customer,0,219,2529,4008.62,4008.62,Switzerland
14641,1,one time customer,0,7,90,110.46,110.46,United Kingdom
17402,13,repeating customer,12,59,701,2633.85,202.6,United Kingdom
17977,1,one time customer,0,21,342,288.14,288.14,United Kingdom
15624,4,repeating customer,5,34,357,588.13,147.03,United Kingdom
12577,4,repeating customer,11,147,475,689,172.25,France
12540,19,repeating customer,11,481,6693,13491.44,710.08,Spain
17287,7,repeating customer,11,122,556,1049.06,149.87,United Kingdom
12929,2,repeating customer,6,9,38,130.6,65.3,United Kingdom
14185,1,one time customer,0,3,6,197.65,197.65,United Kingdom
17789,1,one time customer,0,14,74,225.9,225.9,United Kingdom
17929,5,repeating customer,9,6,109,851.5,170.3,United Kingdom
17690,16,repeating customer,11,254,1775,4736.3,296.02,United Kingdom
13121,2,repeating customer,0,53,277,312.73,156.36,United Kingdom
17656,5,repeating customer,1,82,1399,1674.69,334.94,United Kingdom
16871,7,repeating customer,8,139,1256,2863.19,409.03,United Kingdom
17771,2,repeating customer,9,54,287,245.81,122.91,United Kingdom
14024,2,repeating customer,0,16,150,327.7,163.85,United Kingdom
14720,3,repeating customer,4,37,219,663.81,221.27,United Kingdom
17282,3,repeating customer,6,89,1866,1685.46,561.82,United Kingdom
13072,1,one time customer,0,7,69,177.15,177.15,United Kingdom
16024,1,one time customer,0,63,397,251.03,251.03,United Kingdom
13070,1,one time customer,0,9,110,228.8,228.8,United Kingdom
16425,1,one time customer,0,21,199,302.7,302.7,United Kingdom
18094,7,repeating customer,7,70,2518,3017.3,431.04,United Kingdom
16133,46,repeating customer,11,365,9038,14872.42,323.31,United Kingdom
15720,1,one time customer,0,128,281,598.73,598.73,United Kingdom
17672,4,repeating customer,8,115,1708,3249.72,812.43,United Kingdom
13562,3,repeating customer,5,82,757,1799.33,599.78,United Kingdom
14898,8,repeating customer,11,112,1013,1344.51,168.06,United Kingdom
12353,1,one time customer,0,4,20,89,89,Bahrain
13075,1,one time customer,0,22,485,919.61,919.61,United Kingdom
15280,1,one time customer,0,16,154,113.12,113.12,United Kingdom
14459,1,one time customer,0,37,760,1837.92,1837.92,United Kingdom
18104,1,one time customer,0,38,362,754.64,754.64,United Kingdom
15543,1,one time customer,0,28,86,127.86,127.86,United Kingdom
14280,1,one time customer,0,8,52,134.04,134.04,United Kingdom
16080,3,repeating customer,6,11,152,257.72,85.91,United Kingdom
15732,2,repeating customer,5,14,215,294.12,147.06,United Kingdom
12431,16,repeating customer,11,185,2483,5518.23,344.89,Australia
16682,5,repeating customer,6,30,1040,1028,205.6,United Kingdom
16266,7,repeating customer,4,61,398,861.89,123.13,United Kingdom
13750,5,repeating customer,9,24,516,1647.26,329.45,United Kingdom
17144,2,repeating customer,3,48,483,984.57,492.29,United Kingdom
14482,6,repeating customer,7,137,1627,2022.81,337.13,United Kingdom
16898,4,repeating customer,11,158,445,565.38,141.35,United Kingdom
15578,1,one time customer,0,13,52,127.1,127.1,United Kingdom
18287,3,repeating customer,5,70,1586,1837.28,612.43,United Kingdom
13936,2,repeating customer,0,27,336,391.88,195.94,United Kingdom
16954,9,repeating customer,12,54,1054,2085.08,231.68,United Kingdom
17259,2,repeating customer,7,116,388,581.23,290.62,United Kingdom
18105,1,one time customer,0,18,46,113.48,113.48,United Kingdom
13897,1,one time customer,0,17,200,311.16,311.16,United Kingdom
17697,1,one time customer,0,19,93,338.95,338.95,United Kingdom
13716,1,one time customer,0,21,138,138.28,138.28,United Kingdom
14259,1,one time customer,0,5,68,120,120,United Kingdom
17940,14,repeating customer,8,22,9327,6142.9,438.78,United Kingdom
16025,1,one time customer,0,28,338,439.66,439.66,United Kingdom
12384,3,repeating customer,3,30,131,604.38,201.46,Switzerland
12798,3,repeating customer,5,8,5256,6977.04,2325.68,Japan
13308,4,repeating customer,6,57,846,1403.41,350.85,United Kingdom
14047,7,repeating customer,12,34,385,1327.21,189.6,United Kingdom
12944,2,repeating customer,11,30,289,604.51,302.25,United Kingdom
16528,1,one time customer,0,17,171,244.41,244.41,United Kingdom
16902,1,one time customer,0,44,629,1706.88,1706.88,United Kingdom
14849,28,repeating customer,11,392,5732,7956.8,284.17,United Kingdom
14645,2,repeating customer,4,30,381,597.09,298.54,United Kingdom
15554,1,one time customer,0,14,74,217.2,217.2,United Kingdom
17673,7,repeating customer,11,219,1464,1601.87,228.84,United Kingdom
14901,10,repeating customer,11,98,663,1427.59,142.76,United Kingdom
14078,6,repeating customer,8,65,310,1049.37,174.89,United Kingdom
17671,6,repeating customer,11,61,885,1861.34,310.22,United Kingdom
13544,2,repeating customer,6,78,112,276.06,138.03,United Kingdom
14643,3,repeating customer,6,34,875,719.01,239.67,United Kingdom
15287,3,repeating customer,2,21,434,488.14,162.71,United Kingdom
13539,4,repeating customer,7,38,326,656.84,164.21,United Kingdom
13948,1,one time customer,0,3,40,102,102,United Kingdom
15237,4,repeating customer,8,99,1071,1412.32,353.08,United Kingdom
14562,22,repeating customer,10,441,1967,5336.92,242.59,United Kingdom
17832,1,one time customer,0,61,208,155.37,155.37,United Kingdom
16461,1,one time customer,0,32,48,142.92,142.92,United Kingdom
16825,2,repeating customer,5,28,566,775.18,387.59,United Kingdom
12580,1,one time customer,0,24,238,415.7,415.7,Germany
13985,16,repeating customer,9,353,3455,7095.73,443.48,United Kingdom
14511,6,repeating customer,4,71,796,1362.21,227.03,United Kingdom
16468,1,one time customer,0,2,31,74.9,74.9,United Kingdom
15210,1,one time customer,0,20,228,331.18,331.18,United Kingdom
16049,3,repeating customer,1,299,763,1074.81,358.27,United Kingdom
16745,18,repeating customer,7,356,6727,7204.3,400.24,United Kingdom
13692,5,repeating customer,7,55,1228,1509.77,301.95,United Kingdom
16364,2,repeating customer,4,52,279,705.79,352.89,United Kingdom
13643,3,repeating customer,5,28,273,519.44,173.15,United Kingdom
15923,1,one time customer,0,21,122,127.08,127.08,United Kingdom
13122,2,repeating customer,5,55,585,922.39,461.2,United Kingdom
13099,1,one time customer,0,1,288,207.36,207.36,United Kingdom
12350,1,one time customer,0,17,197,334.4,334.4,Norway
16516,1,one time customer,0,6,58,101.7,101.7,United Kingdom
15603,1,one time customer,0,2,96,48.48,48.48,United Kingdom
14535,4,repeating customer,6,331,1830,2877.94,719.48,United Kingdom
18268,2,repeating customer,0,2,4,51,25.5,United Kingdom
18190,3,repeating customer,4,16,141,294.41,98.14,United Kingdom
12871,2,repeating customer,4,11,200,380.64,190.32,United Kingdom
13078,43,repeating customer,12,380,5703,12823.6,298.22,United Kingdom
13893,1,one time customer,0,21,190,821.1,821.1,United Kingdom
13988,9,repeating customer,8,239,3063,4197.12,466.35,United Kingdom
16999,2,repeating customer,2,23,294,484.82,242.41,United Kingdom
12845,4,repeating customer,1,27,204,354.09,88.52,United Kingdom
16306,9,repeating customer,5,44,503,662.27,73.59,United Kingdom
16200,2,repeating customer,6,172,516,1068.87,534.43,United Kingdom
17849,4,repeating customer,4,26,114,605.8,151.45,United Kingdom
16824,2,repeating customer,5,26,236,460.64,230.32,United Kingdom
18032,1,one time customer,0,5,42,73.5,73.5,United Kingdom
15867,16,repeating customer,12,461,2054,3824.99,239.06,United Kingdom
16589,3,repeating customer,2,33,368,459.24,153.08,United Kingdom
17010,2,repeating customer,0,12,120,205.26,102.63,United Kingdom
17880,1,one time customer,0,26,314,458.92,458.92,United Kingdom
17279,1,one time customer,0,9,48,187.83,187.83,United Kingdom
15116,4,repeating customer,6,45,648,1352.75,338.19,United Kingdom
12688,1,one time customer,0,171,3028,4873.81,4873.81,Israel
14972,1,one time customer,0,18,28,114.77,114.77,United Kingdom
16076,11,repeating customer,7,131,1507,2295.93,208.72,United Kingdom
17015,3,repeating customer,5,214,1978,1838.61,612.87,United Kingdom
16495,3,repeating customer,9,88,328,648.26,216.09,United Kingdom
14357,1,one time customer,0,40,147,225.12,225.12,United Kingdom
17670,1,one time customer,0,11,110,205.7,205.7,United Kingdom
16122,4,repeating customer,9,38,1128,684.42,171.11,United Kingdom
14800,16,repeating customer,10,390,3665,4435.19,277.2,United Kingdom
13826,2,repeating customer,1,12,84,204.35,102.17,United Kingdom
16904,16,repeating customer,12,665,1984,3653.75,228.36,United Kingdom
16007,4,repeating customer,5,381,1388,1693.81,423.45,United Kingdom
13607,1,one time customer,0,97,288,675.51,675.51,United Kingdom
17422,10,repeating customer,9,135,2311,2105.61,210.56,United Kingdom
17045,3,repeating customer,4,22,106,339.44,113.15,United Kingdom
15019,1,one time customer,0,66,150,252.81,252.81,United Kingdom
17727,2,repeating customer,0,67,651,1077.95,538.97,United Kingdom
14566,1,one time customer,0,4,800,1432,1432,Channel Islands
13298,1,one time customer,0,2,96,360,360,United Kingdom
13441,1,one time customer,0,13,204,296.64,296.64,United Kingdom
16597,1,one time customer,0,7,184,90.04,90.04,United Kingdom
13390,1,one time customer,0,13,224,544.08,544.08,United Kingdom
14995,2,repeating customer,8,60,102,231.98,115.99,United Kingdom
14582,1,one time customer,0,6,73,114.11,114.11,United Kingdom
15838,21,repeating customer,11,169,27729,33935.4,1615.97,United Kingdom
17463,6,repeating customer,10,212,1091,1890.91,315.15,United Kingdom
13068,2,repeating customer,10,2,200,344,172,United Kingdom
12538,1,one time customer,0,21,191,363.95,363.95,Spain
15339,3,repeating customer,9,88,418,590.57,196.86,United Kingdom
15158,1,one time customer,0,7,198,401.4,401.4,United Kingdom
16445,1,one time customer,0,63,111,230.51,230.51,United Kingdom
18126,1,one time customer,0,52,135,200.92,200.92,United Kingdom
15083,1,one time customer,0,5,38,88.2,88.2,United Kingdom
12718,1,one time customer,0,19,203,238.25,238.25,France
16149,2,repeating customer,5,18,308,280.52,140.26,United Kingdom
14748,6,repeating customer,11,92,1254,1519.71,253.28,United Kingdom
15738,19,repeating customer,11,176,2997,4836.07,254.53,United Kingdom
16637,5,repeating customer,7,72,963,1184.35,236.87,United Kingdom
12372,3,repeating customer,7,52,794,1298.04,432.68,Denmark
16753,1,one time customer,0,34,189,223.92,223.92,United Kingdom
12715,1,one time customer,0,20,192,343.36,343.36,Sweden
18205,2,repeating customer,2,32,192,517.36,258.68,United Kingdom
12716,2,repeating customer,5,69,708,1053.49,526.74,France
17571,4,repeating customer,8,271,876,1425.67,356.42,United Kingdom
15492,2,repeating customer,2,35,483,659.46,329.73,United Kingdom
14981,1,one time customer,0,8,97,102.12,102.12,United Kingdom
12623,1,one time customer,0,18,191,305.1,305.1,Germany
16121,2,repeating customer,5,204,576,854.66,427.33,United Kingdom
17455,1,one time customer,0,8,66,131.7,131.7,United Kingdom
16987,7,repeating customer,7,128,401,1616.8,230.97,United Kingdom
15070,1,one time customer,0,1,36,106.2,106.2,United Kingdom
15452,3,repeating customer,8,56,280,528.48,176.16,United Kingdom
16316,12,repeating customer,10,156,1502,3122.26,260.19,United Kingdom
16274,1,one time customer,0,65,153,351.75,351.75,United Kingdom
18092,12,repeating customer,12,90,4254,9070.76,755.9,United Kingdom
16680,1,one time customer,0,10,94,183.7,183.7,United Kingdom
13576,20,repeating customer,11,130,2652,6731.38,336.57,United Kingdom
17115,5,repeating customer,8,43,376,868.1,173.62,United Kingdom
13102,27,repeating customer,12,310,4248,6511.89,241.18,United Kingdom
18179,6,repeating customer,10,90,1360,1793.17,298.86,United Kingdom
16313,2,repeating customer,2,16,165,274.15,137.08,United Kingdom
13971,11,repeating customer,10,158,1870,2814.3,255.85,United Kingdom
14286,5,repeating customer,7,285,4370,4661.69,932.34,United Kingdom
18120,1,one time customer,0,17,31,111.15,111.15,United Kingdom
16676,5,repeating customer,10,92,641,1625.52,325.1,United Kingdom
16556,7,repeating customer,10,207,1890,3313.79,473.4,United Kingdom
13732,1,one time customer,0,33,498,491.86,491.86,United Kingdom
17353,2,repeating customer,1,8,1200,1740,870,United Kingdom
13133,2,repeating customer,1,7,32,109.8,54.9,United Kingdom
17972,1,one time customer,0,30,36,135.19,135.19,United Kingdom
13769,16,repeating customer,12,143,1174,2821.15,176.32,United Kingdom
13450,6,repeating customer,6,71,1982,2043.72,340.62,United Kingdom
17433,1,one time customer,0,54,185,303.16,303.16,United Kingdom
12976,1,one time customer,0,22,561,738.6,738.6,United Kingdom
16198,1,one time customer,0,15,129,400.68,400.68,United Kingdom
17410,5,repeating customer,6,64,616,1214.72,242.94,United Kingdom
14288,2,repeating customer,0,17,189,439.35,219.67,United Kingdom
14126,4,repeating customer,1,16,558,768.63,192.16,United Kingdom
17333,1,one time customer,0,28,375,494.25,494.25,United Kingdom
12613,6,repeating customer,8,163,1692,3469.78,578.3,Germany
14107,8,repeating customer,10,124,1798,2717.98,339.75,United Kingdom
16839,39,repeating customer,12,298,9480,17830.92,457.2,United Kingdom
14609,4,repeating customer,7,4,7026,601.56,150.39,United Kingdom
18161,6,repeating customer,10,81,814,1624.59,270.77,United Kingdom
17095,6,repeating customer,10,77,623,1560.12,260.02,United Kingdom
14245,5,repeating customer,3,112,981,1709.42,341.88,United Kingdom
16006,1,one time customer,0,8,84,101.4,101.4,United Kingdom
15351,10,repeating customer,11,227,763,2032.63,203.26,United Kingdom
17887,1,one time customer,0,10,30,111.35,111.35,United Kingdom
