StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
15034,Paper pocket traveling fan,7976,142,948.31,70,5
21839,NULL,36,1,0,0,1
21896,Potting shed twine,985,113,2282.54,80,5
23548,Wrap magic forest,1075,43,451.5,42,5
22948,Metal decoration naughty children,1611,138,1613.49,69,7
72783,Black sil't squ candle plate,16,2,33.6,2,2
21577,Save the planet cotton tote bag,727,177,1680.65,94,12
72598,Set/12 taper candles,607,93,605.89,38,3
21211,Set of 72 skull paper  doilies,883,103,1270.07,58,8
22774,Red drawer knob acrylic edwardian,2270,143,2891.56,57,6
62018,Sombrero,4415,61,5716.85,39,3
37477D,NULL,9,1,0,0,1
85019B,Check,15,1,0,0,1
22927,Green giant garden thermometer,444,155,2788.01,94,5
84457,Set/3 rabbits flower skippping rope,126,26,112.56,21,2
22888,Number tile vintage font 9,76,21,124.98,7,1
20856,Denim patch purse pink butterfly,226,62,373.79,26,4
72024U,Lilac votive candle,72,3,15.12,3,1
75172,Painted sea shell metal windchime,93,8,85.31,8,1
22509,Sewing box retrospot design,225,88,2363.74,71,8
35650,NULL,24,1,0,0,1
22797,Chest of drawers gingham heart,177,101,3088.66,63,6
21417,Cockle shell dish,341,69,631.9,24,1
72133,Columbian candle rectangle,45,16,63.51,11,1
21904,NULL,3,1,0,0,1
90030B,Red kukui coconut seed necklace,122,25,190.73,13,5
84611B,Thrown away,1430,1,0,0,1
72803A,Damages,160,1,0,0,1
22062,Ceramic bowl with love heart design,625,75,682.84,44,3
20726,Lunch bag woodland,9992,1037,18418.68,373,18
84813,Set of 4 diamond napkin rings,167,39,1397.74,20,2
90133,Teal/fuschia col bead necklace,19,13,94.43,3,1
21868,NULL,267,4,0,0,1
72759,Thrown away-can't sell.,524,1,0,0,1
22879,Number tile vintage font 0,70,16,102.46,6,1
84536A,English rose notebook a7 size,3184,346,1434.4,140,10
22603,Christmas retrospot tree wood,1400,173,1246.43,112,9
22849,"Bread bin, diner style, mint",4,1,59.8,1,1
84531B,Blue knitted egg cosy,155,28,85.61,24,5
gift_0001_40,Dotcomgiftshop gift voucher �40.00,3,3,100.7,0,1
90177D,Drop diamante earrings purple,31,15,91.23,5,2
22847,Bread bin diner style ivory,945,406,15041.34,214,17
22688,Doormat peace on earth blue,705,32,3519.66,26,6
15030,Fan black frame,143,12,41.47,11,1
85049F,NULL,130,1,0,0,1
84548,Crochet bear red/blue  keyring,22,4,36.3,3,2
21137,Black record cover frame,11666,380,40688.55,140,7
23501,Key ring baseball boot union jack,1821,112,2217.87,77,4
23409,Photo frame linen and lace large,222,45,827.93,39,3
21348,NULL,8,1,0,0,1
21518,NULL,31,1,0,0,1
21275,?,30,1,0,0,1
22569,Feltcraft cushion butterfly,2953,351,10769.21,193,9
21929,Jumbo bag pink vintage paisley,11228,877,23566.13,308,14
23214,Bell heart antique gold,12,1,24.96,1,1
21756,Bath building block word,811,271,5018.16,168,12
79144C,Painted lightbulb rainbow design,152,51,98.12,5,1
90183A,Amber drop earrings w long beads,46,24,134.94,5,2
90103,Purple frangipani necklace,29,16,72.66,2,2
23377,Pack of 12 dolly girl tissues,1359,134,595.57,69,6
23190,Bundle of 3 school exercise books,1704,204,2765.2,146,8
20796,Small blue provencal ceramic ball,62,9,103.94,8,2
85062,Pearl crystal pumpkin t-light hldr,1466,161,2436.1,97,1
23640,Set 10 cards scottie dog 17211,9,8,22.41,0,1
82486,3 drawer antique white wood cabinet,775,207,6794.09,130,5
23280,Folding mirror hot pink,156,5,118.92,5,3
22783,NULL,2,1,0,0,1
37489A,NULL,2,1,0,0,1
22735,Ribbon reel socks and mittens,741,136,1379.21,73,6
23090,Missing,338,1,0,0,1
22914,Blue coat rack paris fashion,472,158,2285.96,106,12
23266,Set of 3 wooden stocking decoration,2065,320,2758.82,201,9
22343,Party pizza dish red retrospot,1992,95,888.63,48,8
22854,NULL,40,1,0,0,1
23451,Square mini portrait frame,277,52,556.17,38,3
84247E,Pack/12 xmas fun card,34,11,100.3,10,1
90214H,"Letter ""h"" bling key ring",48,30,36.76,4,1
15056p,Edwardian parasol pink,819,174,4825.6,89,9
21614,Set of 12 rose botanical t-lights,51,9,153.29,7,1
21718,Red metal beach spade,1494,230,2114.64,106,5
82483,Wood 2 drawer cabinet white finish,2589,583,16349.77,243,5
21820,Glitter heart garland with bells,359,93,1480.97,49,2
35594,NULL,4,1,0,0,1
22991,Giraffe wooden ruler,4601,280,8790.79,185,10
21880,Red retrospot tape,1915,241,866.58,84,9
90185B,Amethyst diamante expandable ring,32,14,135.27,3,2
22181,Snowstorm photo frame fridge magnet,618,59,523.86,40,8
21165,NULL,46,1,0,0,1
23574,Packing charge,16,16,120,9,3
21066,Vintage red mug,714,55,708.47,33,2
79026B,"S/4 icon coaster,elvis lives",25,9,10.61,7,1
22560,Traditional modelling clay,8145,390,9573.38,229,7
84689,NULL,5,1,0,0,1
23338,Egg frying pan red,437,110,927.88,62,4
84809B,Damaged,324,1,0,0,1
22305,Coffee mug pink paisley design,694,52,1607.13,35,4
20832,Red flock love heart photo frame,1068,83,573.52,47,2
84660C,NULL,22,2,0,0,1
DCGS0074,NULL,1,1,0,0,1
35818P,"Acrylic jewel icicle, pink",263,19,105.83,15,2
22986,Gingham rose wrap,1829,73,768.18,68,7
37327,Adjustment,3,1,0,0,1
84952A,Clear love bird t-light holder,92,26,264.47,6,2
20830,Silver photo frame,137,38,411.93,20,1
21534,Dairy maid large milk jug,383,163,1943.53,94,3
20663,Queen of the skies holiday purse,25,20,66.26,3,1
21446,12 red rose peg place settings,449,105,630.92,47,6
85124C,Green juicy fruit photo frame,94,39,261.89,23,1
20836,French paisley cushion cover,182,18,151.06,14,2
17012C,Origami lavender incense/candl set,420,85,481.8,37,1
21592,Retrospot cigar box matches,2149,216,2149.07,156,6
22268,Check,10,1,0,0,1
90014C,Silver/black orbit necklace,3,2,29.85,2,1
84992,72 sweetheart fairy cake cases,13449,619,6594.92,325,17
47502,NULL,19,1,0,0,1
22642,Set of 4 napkin charms stars,269,51,596.36,39,2
21135,Victorian  metal postcard spring,3165,180,3334.72,122,8
23121,Pack of 6 cocktail parasol straws,2501,111,1000.44,81,6
21815,?,300,1,0,0,1
22568,NULL,8,1,0,0,1
85125,Check,64,1,0,0,1
20735,NULL,472,1,0,0,1
90181A,Amber glass/shell/pearl necklace,7,7,64.04,1,1
22865,Hand warmer owl design,8562,665,18044.18,375,11
85176,Sewing susan 21 needle set,919,173,881.32,50,5
23208,Lunch bag vintage leaf design,6381,672,10551.76,305,13
90187B,Green drop earrings w bead cluster,12,8,40.03,1,1
23143,Zinc wire kitchen organiser,30,16,239.97,12,3
23440,Paint your own eggs in crate,164,5,299.36,5,2
22746,Poppy's playhouse livingroom,1459,330,3261.74,179,15
90129B,Turquoise glass tassle bag charm,57,20,121.38,6,1
21917,Set 12 kids  white chalk sticks,4164,227,1707.39,132,10
23214,Jingle bell heart antique gold,777,102,1670.08,78,6
21367,Mirrored wall art gents,171,43,199.49,29,1
47341B,Blue table run flower,45,11,56.25,11,2
22545,Mini jigsaw bunnies,1143,76,436.09,40,7
22139,Retrospot tea set ceramic 11 pc,4560,978,23063.56,489,22
22632,Hand warmer red retrospot,4377,382,8816.98,261,8
84387A,NULL,11,1,0,0,1
35645,NULL,21,2,0,0,1
21360,Show samples,4,1,0,0,1
90058A,Crystal stud earrings clear display,360,8,136.8,7,1
22488,Natural slate rectangle chalkboard,3230,424,5631.43,211,6
16169N,Wrap blue russian folkart,25,1,10.5,1,1
22435,Set of 9 heart shaped balloons,2769,267,3460.5,153,12
22457,Natural slate heart chalkboard,9171,1266,28144.21,590,12
23311,Vintage christmas stocking,2405,348,6526.45,246,12
84877D,NULL,1,1,0,0,1
90122C,Turquoise crystal+glass bracelet,24,11,119.23,3,1
21448,12 daisy pegs in wood box,344,77,592.62,46,2
21898,Potting shed rose candle,493,25,1541.11,6,1
17012B,Check,70,1,0,0,1
21689,Silver vanilla  flower candle pot,95,26,369.87,22,2
35809B,NULL,16,2,0,0,1
21627,Elephant carnival pouffe,63,47,1299.83,14,3
84595E,Large tortilla design red bowl,79,23,157.97,8,2
21642,Assorted tutti frutti pen,2589,107,877.27,81,3
85110,NULL,1,1,0,0,1
22468,Babushka lights string of 10,520,155,3652.62,83,7
90132,Light topaz teal/aqua col necklace,3,3,15.16,0,1
85049e,Scandinavian reds ribbons,2984,453,4163.07,248,9
84559a,3d sheet of dog stickers,426,116,423.99,34,5
22141,Christmas craft tree top angel,2807,461,6497.39,256,11
21171,NULL,30,1,0,0,1
22665,Recipe box blue sketchbook design,1545,370,5254.18,163,9
21238,Red retrospot cup,4020,396,3531.66,162,16
85169B,Black love bird candle,329,62,356.06,17,3
85008,NULL,18,3,0,0,1
DCGS0067,Ebay,11,1,0,0,1
85124C,NULL,8,1,0,0,1
20685,Doormat red retrospot,4155,704,28510.76,329,17
85115B,S/4 black disco partition panel,3,1,24.87,0,1
84952B,Black love bird t-light holder,189,30,343.39,10,2
22628,Picnic boxes set of 3 retrospot,986,201,4724.86,85,15
72802B,Ocean scent candle in jewelled box,1482,88,2655.72,55,4
21117,Blond doll doorstop,109,14,141.75,11,2
22535,Magic drawing slate bunnies,1811,135,689.91,88,7
84664,NULL,1,1,0,0,1
21358,Toast its - happy birthday,411,108,493.29,54,8
35647,Vintage bead pink shade,13,2,16.25,2,1
23018,Large apothecary measuring jar,51,21,612.16,19,3
84795b,Sunset check hammock,192,62,1657.42,33,2
90074,Black diamond cluster necklace,4,3,37.24,1,1
72821,Cupid scented candle in glass,11,4,18.15,4,1
62043B,Blue check bag w handle 34x20cm,18,6,14.94,5,1
22355,Charlotte bag suki design,18274,894,29367.74,249,11
20848,Zinc heart lattice charger small,21,8,61.95,7,1
16161P,Wrap english rose,7226,249,2990.92,189,18
84971l,Large heart flowers hook,2,1,4.92,0,1
79160,Heart shape wireless doorbell,452,52,812.63,30,1
84847,NULL,3,2,0,0,1
22157,NULL,31,1,0,0,1
82483,Crushed,13,1,0,0,1
35600A,Found by jackie,1,1,0,0,1
23114,Damaged,1440,1,0,0,1
23480,Mini lights woodland mushrooms,1819,217,6787.24,143,16
85130A,NULL,23,1,0,0,1
22800,Antique tall swirlglass trinket pot,880,209,3598.24,109,4
23447,Pink bunny easter egg basket,158,4,231.9,4,2
20652,Blue polkadot luggage tag,269,80,346.86,26,6
71495B,Cd wall tidy red flowers,163,8,61.05,4,2
21781,NULL,2,1,0,0,1
22103,Mirror mosaic t-light holder round,1730,29,1109.9,13,3
79030G,Tumbler new england,1261,53,551.19,35,4
21804,Dotcom,4,1,0,0,1
20980,NULL,7,1,0,0,1
71038,White hanging beads candle holder,243,49,1266.75,34,1
20793,Blue tiled tray,13,5,87.75,4,1
22765,NULL,1,1,0,0,1
20857,NULL,34,1,0,0,1
21398,Damages,9,1,0,0,1
85186A,Easter bunny garland of flowers,567,79,273.64,35,1
84912B,Damaged,14,1,0,0,1
79000,NULL,879,3,0,0,1
22939,Adult apron apple delight,184,45,945.88,32,7
20931,Blue pot plant candle,314,71,1105.95,35,4
90210D,Purple acrylic faceted bangle,107,8,132.05,4,1
21430,Set/3 red gingham rose storage box,3075,489,12049.98,188,13
84800M,NULL,124,1,0,0,1
82605,Old doc russel metal sign,14,3,29.4,3,1
21365,Mirrored wall art stars,363,52,447.09,35,4
23507,Mini playing cards buffalo bill,2882,119,1155.67,91,10
85015,Set of 12  vintage postcard set,2180,143,1718.54,103,9
84466,NULL,1,1,0,0,1
84715,NULL,3,1,0,0,1
21894,NULL,40,1,0,0,1
21412,NULL,6,1,0,0,1
21992,Vintage paisley stationery set,1901,436,3510.72,160,9
84050,Counted,310,1,0,0,1
72800D,4 blue dinner candles silver flock,87,31,226.67,20,1
72130,Columbian candle round,219,27,133.34,20,1
79164,Black wine glass,1669,20,702.57,12,1
22247,Bunny decoration magic garden,668,113,591.44,54,2
18097C,White tall porcelain t-light holder,987,71,2162.81,43,3
23454,Set of 3 mini hanging portraits,32,2,123.2,2,2
48173C,Doormat black flock,1819,198,10294.56,106,5
84969,Box of 6 assorted colour teaspoons,561,213,2398.02,48,7
21292,Small stripes chocolate gift bag,867,28,594.51,25,5
23608,Set 10 cards rudolphs nose 17097,4,3,11.64,0,1
20867,?,271,1,0,0,1
22203,Milk pan red retrospot,406,148,1490.63,75,9
21792,NULL,8,1,0,0,1
84611B,NULL,1287,1,0,0,1
22428,Enamel fire bucket cream,256,118,1875.61,75,2
22228,Bunny wooden painted with bird,1002,148,779.48,81,5
84499,NULL,10,2,0,0,1
22943,Check,33,2,0,0,1
62097B,Blue stripes shoulder bag,9,3,7.47,2,1
21504,Skulls greeting card,1891,115,778.89,74,2
22722,NULL,22,2,0,0,1
21166,?,124,1,0,0,1
22915,Sold as set on dotcom,204,1,0,0,1
21638,NULL,33,1,0,0,1
21311,NULL,213,2,0,0,1
22090,Paper bunting retrospot,7658,806,22981.46,325,16
48189,Doormat friendship,27,17,451.11,0,1
23049,Recycled acapulco mat red,459,188,3921.59,103,12
90018B,Gold m.o.p orbit drop earrings,22,17,92.28,5,2
21973,Set of 36 mushroom paper doilies,160,31,232,26,6
22461,Savoy art deco clock,262,66,1627.03,37,1
21503,NULL,224,2,0,0,1
85232D,Set/3 decoupage stacking tins,196,70,1007.37,45,11
23664,Flower shop design mug,1,1,1.65,1,1
23193,Buffalo bill treasure book box,1942,181,4124.28,109,11
21693,Small hammered silver candlepot,361,50,1107.91,40,3
84997b,Red 3 piece retrospot cutlery set,1699,122,6599.66,80,11
23229,Vintage donkey tail game,1826,257,6591.06,183,14
21591,Check,267,1,0,0,1
21087,NULL,13,2,0,0,1
84685,Beach hut key cabinet,35,22,181.08,6,1
23465,Tuscan villa feeding station,12,7,99,7,1
22734,Amazon,80,3,0,0,1
15058A,Wet/rusty,30,1,0,0,1
16254,Transparent acrylic tape dispenser,40,17,42.58,7,1
85198,Assorted farmyard animals in bucket,90,9,74.58,6,1
21900,"Key fob , shed",3234,375,2200.42,167,4
84510C,Set of 4 polkadot coasters,172,77,310.03,25,1
22674,French toilet sign blue metal,1359,189,1708.97,106,5
23169,Classic glass sweet jar,119,14,479.45,14,2
22715,Card wedding day,1543,130,645.64,78,9
23565,Egg cup milkmaid helga,415,65,592.56,28,5
18094C,NULL,67,1,0,0,1
84465,15 pink fluffy chicks in box,10,7,29.5,7,1
23456,Medium parlour frame,22,2,84.1,2,2
21618,4 wildflower botanical candles,404,91,768.37,48,2
21145,Antique glass place setting,122,8,152.5,8,2
23244,Cannister vintage leaf design,12,2,23.4,2,1
20694,?,110,1,0,0,1
22720,Set of 3 cake tins pantry design,7637,1458,38838.99,640,22
21202,Dolly honeycomb garland,474,25,485.46,20,5
23391,I love london mini backpack,388,86,1624.02,58,9
21696,Small silver trellis candlepot,236,34,707.8,27,3
22737,Ribbon reel christmas present,1428,261,2760.15,148,9
23533,Wall art garden haven,215,36,998.64,27,2
21260,First aid tin,1204,168,3861.98,104,12
22501,Reverse 21/5/10 adjustment,100,1,0,0,1
21741,Cosy slipper shoes large green,147,40,480.17,27,2
21324,NULL,25,3,0,0,1
21930,Jumbo storage bag skulls,6441,708,14012.44,220,8
22573,Star wooden christmas decoration,2684,221,2423,127,7
22525,NULL,61,2,0,0,1
22908,Pack of 20 napkins red apples,4383,377,3572.13,212,13
22703,Pink cat bowl,360,123,583.33,30,2
23128,Dollcraft boy jean-paul,82,12,373.9,12,2
22669,Red baby bunting,1178,235,3686.5,143,10
gift_0001_10,NULL,30,1,0,0,1
21830,Damaged,192,1,0,0,1
21742,Large round wicker platter,194,91,1167.58,75,2
23200,Jumbo bag pears,7201,601,14432.59,262,13
21190,Pink hearts paper garland,218,8,317.7,6,1
90064A,White vintage crystal earrings,10,6,38.7,3,1
21736,Gold scroll glass t-light holder,83,6,138.39,5,1
23421,Pantry hook spatula,160,33,349.2,24,4
22403,Magnets pack of 4 vintage labels,1334,127,704.28,72,7
22145,NULL,31,2,0,0,1
21194,Pink  honeycomb paper fan,508,68,562.47,37,8
90201B,Black enamel flower ring,93,25,273.55,9,4
90001A,Antique raspberry flower earrings,5,4,20.95,1,1
23270,Set of 2 ceramic painted hearts,1276,127,1655.02,96,9
23056,Flowers chandelier t-light holder,1539,45,4738.44,32,4
11001,Asstd design racing car pen,1800,118,2626.49,45,8
21656,Ridged glass posy vase,219,47,444.58,15,4
85206A,NULL,81,2,0,0,1
84206B,Cat with sunglasses blank card,5,1,0.95,1,1
37479P,Sold as set on dotcom,30,1,0,0,1
35968,Found,63,1,0,0,1
47503H,Found,66,1,0,0,1
35810B,NULL,16,2,0,0,1
84596L,Biscuits small bowl light blue,1255,173,631.84,49,3
22257,Felt farm animal sheep,373,42,280.42,16,3
23221,Reindeer heart decoration silver,1594,148,1411.18,85,8
21827,NULL,42,1,0,0,1
23319,Box of 6 mini 50's crackers,3836,409,9464.5,300,15
47310M,"Small pop box,funky monkey",152,34,216.47,8,1
22073,NULL,56,1,0,0,1
84593,Crochet rose des clothes hanger,5,1,14.75,1,1
21673,White spot blue ceramic drawer knob,4476,373,6185.15,155,11
22497,NULL,17,1,0,0,1
22301,Coffee mug cat + bird design,2232,266,5040.23,123,9
21816,Christmas tree t-light holder,33,7,47.85,6,1
22464,Hanging metal heart lantern,3528,363,5672.53,193,6
23540,"Wall art , the magic forest",2,1,13.9,1,1
23390,Dolly girl mini backpack,740,162,2996.54,116,13
82567,"Airline lounge,metal sign",711,291,1408.07,86,4
23356,Love hot water bottle,2368,478,13387.87,316,10
84836,Zinc metal heart decoration,5972,537,7461.82,311,11
20724,Red retrospot charlotte bag,17990,1050,21943.7,335,15
20681,Pink polkadot childrens umbrella,142,48,513.46,30,6
22843,Biscuit tin vintage green,462,136,2972.02,92,8
21154,Red retrospot oven glove,4246,455,6547.51,175,14
22295,Heart filigree dove large,2801,251,4633.77,156,3
21243,Pink polkadot plate,220,25,377.56,18,5
22350,Illustrated cat bowl,1414,124,3824.67,63,7
22191,Ivory diner wall clock,1789,431,14565.35,241,12
21461,Blue easter egg hunt start post,12,8,27.76,5,1
22833,Hall cabinet with 3 drawers,76,5,2603.53,4,1
35911B,Pink/flower rabbit egg warmer,119,15,100.76,4,1
21864,Union jack flag passport cover,848,185,2083.69,65,3
22739,Ribbon reel christmas sock bauble,1828,319,3573.47,168,11
90125B,Aqua bertie glass bead bag charm,30,12,48.06,3,1
22951,60 cake cases dolly girl design,7601,442,4056.2,237,19
90019B,Gold m.o.p orbit bracelet,18,18,96.52,2,1
22587,Check,41,1,0,0,1
21067,Vintage red teatime mug,344,79,533.53,30,2
79030D,Tumbler baroque,526,41,266.58,22,4
23179,Clock magnet mum's kitchen,324,53,930.48,36,8
23131,Had been put aside,48,1,0,0,1
84857C,NULL,48,2,0,0,1
23611,Set 10 cards red riding hood 17214,40,16,99.6,0,1
84874B,NULL,3,1,0,0,1
85213,NULL,114,3,0,0,1
21294,Etched glass coaster,1618,71,825.49,46,6
22646,Ceramic strawberry cake money bank,4193,401,5726.07,185,10
90036B,"Flower glass garland neckl.36""green",4,2,31.8,2,1
90214M,"Letter ""m"" bling key ring",60,28,49.82,3,1
82011B,Bathroom scales rubber ducks,43,21,146.85,11,2
21413,Periwinkle t-light holder,48,17,75.02,8,1
85130A,Beaded pearl heart white large,77,10,127.05,10,1
22891,Tea for one polkadot,450,186,2235.68,70,7
35819P,NULL,108,1,0,0,1
21069,Vintage billboard tea mug,2650,87,2993.58,35,2
22340,Noel garland painted zinc,1410,129,804.61,53,9
35965,NULL,88,10,0,0,1
23325,Rustic strawberry jampot small,36,3,59.4,3,1
20658,NULL,78,1,0,0,1
37444A,Yellow breakfast cup and saucer,53,18,66.35,9,1
20954,NULL,2,1,0,0,1
84352,Damages/samples,52,1,0,0,1
22436,12 coloured party balloons,2154,164,1411.51,105,7
35598D,Pink/white christmas tree 60cm,685,43,493.66,24,5
84247L,NULL,8,1,0,0,1
22853,Cat bowl vintage cream,478,117,1675.46,76,8
21715,Girls vintage tin seaside bucket,1330,231,3507.17,116,12
44091A,Blue crusoe check lampshade,9,3,3.78,3,1
22668,Pink baby bunting,2239,348,6834.97,162,17
21627,Check,32,1,0,0,1
72799E,Ivory pillar candle silver flock,457,77,934.69,44,3
84879,Assorted colour bird ornament,36442,1467,59062.82,679,16
85179C,Pink bitty light chain,106,36,201.31,7,2
22323,Pink polkadot kids bag,1,1,1.95,1,1
90083,Crystal czech cross phone charm,25,9,23.47,2,1
85185B,Found in w/hse,50,1,0,0,1
23428,Ivory retro kitchen wall clock,79,34,692.21,25,4
85088,Candy spot hand bag,261,52,539.03,18,6
82616C,Midnight glamour scarf knitting kit,327,86,505.19,40,1
22541,Mini jigsaw leap frog,503,35,201.95,19,7
84535A,English rose notebook a6 size,399,21,186.56,19,1
20748,NULL,12,1,0,0,1
22514,Childs garden spade blue,308,104,704.45,61,5
21488,Red white scarf  hot water bottle,69,16,566.17,2,1
22282,12 egg house painted wood,150,100,2391.27,39,6
23352,Roll wrap 50's red christmas,1812,213,2474.2,151,6
23578,Snack tray red gingham,60,14,125.72,11,3
85109,Pink boudoir t-light holder,12,1,10.2,1,1
90157,Riviera necklace,10,5,49.59,2,1
23240,Set of 4 knick knack tins doiley,1842,189,7343.84,142,18
10080,Check,22,1,0,0,1
gift_0001_20,To push order througha s stock was,10,1,0,0,1
84012,Magic sheep wool growing from paper,1385,116,1385.99,78,7
20826,NULL,169,2,0,0,1
21714,Citronella candle garden pot,1671,230,3035.65,106,3
90204,Pair of enamel butterfly hairclip,33,19,110.26,8,3
82484,Wood black board ant white finish,6036,696,36137.87,285,13
47591B,?,207,1,0,0,1
90086,Crystal frog phone charm,102,28,77.79,5,1
21000,NULL,41,1,0,0,1
21986,Pack of 12 pink polkadot tissues,4067,189,1197.73,118,8
72781,NULL,30,1,0,0,1
23579,Snack tray i love london,169,35,358.75,22,4
90060B,Fire polished glass neckl gold,1,1,5.95,1,1
90026D,Glass bead hoop necklace amethyst,3,3,25.5,3,1
23504,Playing cards jubilee union jack,1927,208,2848.89,164,4
21447,12 ivory rose peg place settings,970,149,1479.35,56,4
22429,Enamel measuring jug cream,1295,392,5647.43,227,6
20727,Lunch bag  black skull.,12323,1295,22549.16,458,13
22129,Party cones candy decoration,454,67,621.96,6,4
21310,Capiz chandelier,1,1,29.95,1,1
22187,Green christmas tree card holder,1270,195,3260.38,124,3
21615,4 lavender botanical dinner candles,891,135,1347.92,86,6
22074,6 ribbons shimmering pinks,1414,200,1259.47,61,5
22734,NULL,34,2,0,0,1
22244,3 hook hanger magic garden,1719,167,3307.41,67,11
21973,NULL,140,1,0,0,1
37370,Damages/dotcom?,590,1,0,0,1
22139,NULL,69,4,0,0,1
23007,Spaceboy baby gift set,504,187,7843.45,110,13
21071,NULL,1,1,0,0,1
20910,NULL,1,1,0,0,1
20723,Strawberry charlotte bag,9868,734,12610.86,232,12
23636,Set 10 cards wishing tree 17116,9,7,26.19,0,1
22105,Mirror mosaic goblet candle holder,814,34,1075.82,9,2
21143,NULL,65,3,0,0,1
22979,Pantry washing up brush,4181,386,6509.37,225,15
90001C,Antique opal white flower earrings,5,5,21.13,2,1
84921,Cream and pink flowers pony,11,5,41.25,5,1
22957,Set 3 paper vintage chick paper egg,1801,218,5086.55,179,14
22450,Silk purse babushka blue,195,59,661.11,42,9
23628,Set 10 cards triangle icons  17220,1,1,2.91,0,1
21259,Victorian sewing box small,1195,293,7169.4,134,6
21360,Joy large wood letters,39,16,236.17,14,2
21328,Balloons  writing set,1337,346,2410.43,135,8
90210B,Clear acrylic faceted bangle,41,7,61.56,6,1
20766,Garden path sketchbook,122,57,493.57,41,5
22625,Red kitchen scales,1662,570,14280.25,293,18
21407,Brown check cat doorstop,291,139,1425.36,79,4
84692,Box of 24 cocktail parasols,7941,590,4340.4,209,9
22493,Paint your own canvas set,2734,224,4383.09,125,5
22402,Magnets pack of 4 vintage collage,1731,153,1048.16,107,11
21937,Found,50,1,0,0,1
23567,Egg cup henrietta hen pink,212,38,292.83,15,2
22775,Purple drawerknob acrylic edwardian,3133,239,4504.37,80,9
17012F,Origami sandlewood incense/cand set,448,94,530.6,33,2
23101,Silver stars table decoration,2031,213,1739.63,175,10
20725,Lunch bag red retrospot,19806,1607,36427.06,532,19
84482,NULL,5,1,0,0,1
22995,Travel card wallet suki,2430,269,1079.22,90,3
23541,NULL,20,1,0,0,1
84849B,Fairy soap soap holder,267,77,480.52,42,6
21096,Set/6 fruit salad  paper plates,1259,105,581.09,63,6
79323GR,"Unsaleable, destroyed.",1158,1,0,0,1
72816,Set/3 christmas decoupage candles,916,70,1035.32,26,3
23213,Star wreath decoration with bell,1694,153,2153.42,95,8
47593A,Carousel ponies baby bib,33,12,14.37,10,1
85145,NULL,9,1,0,0,1
22119,Peace wooden block letters,346,107,1741.82,82,7
84773,Red rose and lace c/cover,3,1,8.85,1,1
22976,Circus parade childrens egg cup,1079,145,1405.26,77,5
22192,NULL,9,1,0,0,1
21231,Sweetheart ceramic trinket box,6211,536,7805.36,216,14
37461,NULL,4,2,0,0,1
90214Z,"Letter ""z"" bling key ring",22,10,11.84,1,1
22481,Wet boxes,288,1,0,0,1
85160a,White bird garden design mug,7,2,23.63,0,1
21257,?,94,1,0,0,1
21709,Folding umbrella chocolate polkadot,133,59,607.23,30,4
22618,"Mouldy, unsaleable.",1681,1,0,0,1
84809A,NULL,126,1,0,0,1
37489B,Blue/yellow flower design big mug,31,12,16.77,12,1
90199A,5 strand glass necklace black,11,6,69.63,3,1
51020A,Summer fun design shower cap,327,19,116.91,16,1
84422,Pink/blue disc/mirror string,614,16,262.89,8,1
23396,Le jardin botanique cushion cover,563,167,2360,114,5
21620,NULL,6,1,0,0,1
77079,NULL,4,1,0,0,1
85032B,Blossom images gift wrap set,786,133,739.99,84,6
21735,Two door curio cabinet,245,96,2960.4,61,5
21785,Rain poncho,411,5,268.76,3,2
22634,Childs breakfast set spaceboy,804,245,7543.15,156,14
22219,???lost,550,1,0,0,1
23187,Check,62,1,0,0,1
82482,Wooden picture frame white finish,9219,1118,23638.61,411,9
22395,Paperweight vintage paisley,152,33,220.04,15,3
84666,Square cherry blossom cabinet,24,4,94.8,4,1
90185C,Black diamante expandable ring,42,13,178.09,6,2
84596E,NULL,158,2,0,0,1
20903,Vintage keepsake box travelogue,82,56,441.89,10,2
82494L,NULL,350,3,0,0,1
21484,Chick grey hot water bottle,1920,404,8643.02,206,8
37476,NULL,9,2,0,0,1
84534b,Fairy cake notebook a5 size,55,12,54.04,5,1
90011E,Amber crystal drop earrings,3,3,8.76,0,1
22719,Sold as 22467,25,1,0,0,1
35603B,NULL,12,1,0,0,1
85129C,Beaded crystal heart blue small,80,15,107.31,8,1
90050,Cracked glaze necklace ivory,10,5,69.62,2,1
71215,Metal base for candles,11,2,4.62,2,1
35648,Vintage bead pink purse,1004,130,1087.41,40,2
21983,Pack of 12 blue paisley tissues,2325,156,784.63,99,7
20840,Damages,30,1,0,0,1
20996,Jazz hearts address book,3191,225,726.89,124,3
90065B,Black vint art dec crystal bracelet,2,2,13.5,1,1
21635,NULL,9,2,0,0,1
23489,"Garland, vintage bells",92,10,265.88,10,1
16219,House shape pencil sharpener,3096,101,410.6,41,5
90214A,"Letter ""a"" bling key ring",130,56,111.66,5,1
21871,Save the planet mug,6138,369,7420.5,135,8
20975,12 pencils small tube red retrospot,6753,366,4461.27,231,12
22254,Felt toadstool large,657,61,836.8,33,7
72807C,Wet pallet,408,1,0,0,1
72741,Grand chocolatecandle,5983,300,8232.25,196,14
90052,Cracked glaze necklace brown,2,2,14.14,0,1
22433,Watering can green dinosaur,1397,230,2673.35,121,9
20961,Strawberry bath sponge,1282,229,1807.93,82,9
